,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country,DATE
14459,2018/4/13,62,23,35,15,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-13
14460,2018/4/13,59,27,40,3,1,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-13
14461,2018/4/13,0,39,53,10,1,2,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-13
14462,2018/4/13,66,27,30,13,3,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-13
14463,2018/4/13,51,27,35,15,1,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-13
14464,2018/4/13,0,34,53,5,4,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-13
14465,2018/4/13,0,21,34,4,0,1,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-13
14466,2018/4/13,48,18,31,7,2,2,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-13
14467,2018/4/14,0,24,39,8,0,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-14
14468,2018/4/14,38,72,32,4,3,0,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-14
14469,2018/4/14,60,58,31,10,2,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-14
14470,2018/4/14,53,111,35,11,2,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-14
14471,2018/4/14,48,59,35,12,5,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-14
14472,2018/4/14,23,87,38,4,3,5,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-14
14473,2018/4/14,0,17,53,4,1,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-14
14474,2018/4/14,50,68,35,6,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-14
14475,2018/4/14,0,14,30,4,0,0,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-14
14476,2018/4/14,43,56,38,12,6,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-14
14477,2018/4/14,61,57,42,3,0,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-14
14478,2018/4/14,52,60,34,20,4,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-14
14479,2018/4/15,0,58,39,4,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-15
14480,2018/4/15,76,48,41,7,3,4,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-15
14481,2018/4/15,70,31,51,2,1,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-15
14482,2018/4/15,63,32,35,26,6,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-15
14483,2018/4/15,75,41,38,10,3,2,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-15
14484,2018/4/15,80,43,38,20,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-15
14485,2018/4/15,62,48,38,16,2,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-15
14486,2018/4/15,0,56,53,2,1,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-15
14487,2018/4/15,84,38,34,32,4,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-15
14488,2018/4/15,74,33,42,14,0,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-15
14489,2018/4/15,0,65,38,5,0,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-15
14490,2018/4/15,68,46,41,19,4,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-15
14491,2018/4/16,78,71,46,21,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-16
14492,2018/4/16,0,21,53,5,0,0,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-16
14493,2018/4/16,67,49,65,6,3,4,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-16
14494,2018/4/16,66,48,42,30,8,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-16
14495,2018/4/16,65,57,58,15,3,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-16
14496,2018/4/16,60,43,57,13,4,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-16
14497,2018/4/16,57,39,52,10,4,5,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-16
14498,2018/4/16,90,56,55,22,5,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-16
14499,2018/4/16,74,54,55,21,5,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-16
14500,2018/4/16,0,45,53,3,2,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-16
14501,2018/4/16,0,51,38,11,0,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-16
14502,2018/4/16,81,55,49,45,6,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-16
14503,2018/4/17,100,73,37,25,0,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-17
14504,2018/4/17,103,59,42,55,7,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-17
14505,2018/4/17,0,35,63,7,7,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-17
14506,2018/4/17,0,61,49,16,3,0,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-17
14507,2018/4/17,44,68,56,13,6,5,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-17
14508,2018/4/17,92,60,78,5,2,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-17
14509,2018/4/17,0,24,50,6,0,0,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-17
14510,2018/4/17,94,58,52,24,3,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-17
14511,2018/4/17,73,52,47,15,3,3,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-17
14512,2018/4/17,85,73,53,13,2,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-17
14513,2018/4/17,82,56,43,33,7,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-17
14514,2018/4/17,91,51,52,24,7,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-17
14515,2018/4/18,0,36,65,4,4,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-18
14516,2018/4/18,87,57,86,7,4,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-18
14517,2018/4/18,0,60,60,13,3,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-18
14518,2018/4/18,0,31,78,7,2,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-18
14519,2018/4/18,101,64,64,25,5,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-18
14520,2018/4/18,75,47,64,13,2,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-18
14521,2018/4/18,94,54,47,30,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-18
14522,2018/4/18,109,62,52,50,10,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-18
14523,2018/4/18,86,65,54,40,10,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-18
14524,2018/4/18,84,52,53,26,5,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-18
14525,2018/4/18,78,61,67,20,5,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-18
14526,2018/4/18,83,41,55,10,4,4,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-18
14527,2018/4/19,0,43,91,7,2,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-19
14528,2018/4/19,96,63,55,32,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-19
14529,2018/4/19,86,78,103,31,8,6,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-19
14530,2018/4/19,105,72,82,18,5,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-19
14531,2018/4/19,116,72,89,26,7,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-19
14532,2018/4/19,91,64,114,7,4,4,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-19
14533,2018/4/19,106,69,62,54,11,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-19
14534,2018/4/19,0,37,64,2,3,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-19
14535,2018/4/19,68,67,92,20,3,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-19
14536,2018/4/19,0,65,59,16,4,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-19
14537,2018/4/19,116,76,60,60,10,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-19
14538,2018/4/19,59,62,94,16,5,5,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-19
14539,2018/4/2,0,60,54,6,2,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-02
14540,2018/4/2,81,54,24,27,8,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-02
14541,2018/4/2,63,55,36,12,2,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-02
14542,2018/4/2,0,52,39,5,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-02
14543,2018/4/2,86,56,31,20,9,4,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-02
14544,2018/4/2,102,65,31,16,4,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-02
14545,2018/4/2,80,55,38,18,2,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-02
14546,2018/4/2,83,47,37,8,3,3,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-02
14547,2018/4/2,93,46,32,19,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-02
14548,2018/4/2,100,55,36,10,3,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-02
14549,2018/4/2,71,55,27,18,4,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-02
14550,2018/4/2,0,44,50,1,2,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-02
14551,2018/4/20,91,60,84,15,6,4,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-20
14552,2018/4/20,97,52,61,13,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-20
14553,2018/4/20,145,58,75,25,5,5,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-20
14554,2018/4/20,0,61,65,8,2,1,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-20
14555,2018/4/20,0,43,48,8,9,0,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-20
14556,2018/4/20,138,45,54,19,5,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-20
14557,2018/4/20,135,63,45,30,5,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-20
14558,2018/4/20,114,53,43,22,6,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-20
14559,2018/4/20,123,53,39,48,10,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-20
14560,2018/4/20,139,55,44,53,7,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-20
14561,2018/4/20,0,93,94,16,3,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-20
14562,2018/4/20,109,55,80,7,3,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-20
14563,2018/4/21,82,33,43,9,3,2,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-21
14564,2018/4/21,88,42,37,11,5,0,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-21
14565,2018/4/21,105,34,38,19,4,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-21
14566,2018/4/21,76,39,34,13,2,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-21
14567,2018/4/21,104,34,38,28,7,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-21
14568,2018/4/21,0,77,73,15,3,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-21
14569,2018/4/21,97,39,32,7,3,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-21
14570,2018/4/21,113,34,31,35,5,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-21
14571,2018/4/21,101,40,43,4,2,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-21
14572,2018/4/21,114,44,33,15,3,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-21
14573,2018/4/21,0,39,68,3,3,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-21
14574,2018/4/21,0,41,45,5,0,1,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-21
14575,2018/4/22,71,11,36,19,3,3,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-22
14576,2018/4/22,75,12,44,3,0,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-22
14577,2018/4/22,0,48,31,12,2,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-22
14578,2018/4/22,62,24,43,11,1,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-22
14579,2018/4/22,67,11,39,10,0,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-22
14580,2018/4/22,0,30,37,3,1,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-22
14581,2018/4/22,0,23,43,3,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-22
14582,2018/4/22,83,19,31,14,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-22
14583,2018/4/22,62,24,39,7,2,3,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-22
14584,2018/4/22,64,8,40,10,0,3,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-22
14585,2018/4/22,63,18,42,15,3,3,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-22
14586,2018/4/22,80,11,42,8,1,5,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-22
14587,2018/4/23,36,7,35,13,2,3,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-23
14588,2018/4/23,0,18,36,4,0,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-23
14589,2018/4/23,36,9,32,21,4,3,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-23
14590,2018/4/23,28,10,33,15,7,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-23
14591,2018/4/23,50,10,45,3,0,2,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-23
14592,2018/4/23,56,12,23,18,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-23
14593,2018/4/23,25,9,37,10,4,3,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-23
14594,2018/4/23,42,13,35,14,0,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-23
14595,2018/4/23,0,14,42,4,0,1,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-23
14596,2018/4/23,40,10,36,8,2,3,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-23
14597,2018/4/23,0,16,46,3,0,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-23
14598,2018/4/23,47,7,37,9,0,3,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-23
14599,2018/4/24,22,34,36,46,5,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-24
14600,2018/4/24,0,13,36,5,2,1,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-24
14601,2018/4/24,18,28,36,19,2,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-24
14602,2018/4/24,24,31,44,18,3,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-24
14603,2018/4/24,0,7,51,4,0,0,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-24
14604,2018/4/24,31,20,39,16,0,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-24
14605,2018/4/24,0,9,42,8,4,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-24
14606,2018/4/24,27,31,44,18,3,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-24
14607,2018/4/24,10,33,49,19,4,3,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-24
14608,2018/4/24,30,25,57,3,1,0,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-24
14609,2018/4/24,0,18,44,10,3,3,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-24
14610,2018/4/24,19,31,40,28,7,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-24
14611,2018/4/25,88,40,48,37,6,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-25
14612,2018/4/25,43,38,39,27,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-25
14613,2018/4/25,50,36,70,11,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-25
14614,2018/4/25,74,41,62,22,6,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-25
14615,2018/4/25,0,21,53,7,5,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-25
14616,2018/4/25,0,37,47,9,2,2,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-25
14617,2018/4/25,70,38,56,15,4,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-25
14618,2018/4/25,34,32,67,11,5,3,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-25
14619,2018/4/25,73,46,60,25,5,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-25
14620,2018/4/25,0,20,21,4,0,0,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-25
14621,2018/4/25,71,41,45,35,8,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-25
14622,2018/4/25,63,43,83,8,3,4,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-25
14623,2018/4/26,0,38,68,5,6,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-26
14624,2018/4/26,102,52,43,26,5,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-26
14625,2018/4/26,89,54,79,10,4,4,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-26
14626,2018/4/26,64,40,83,9,5,4,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-26
14627,2018/4/26,85,43,55,14,4,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-26
14628,2018/4/26,84,45,43,37,9,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-26
14629,2018/4/26,77,50,49,21,4,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-26
14630,2018/4/26,0,50,47,11,3,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-26
14631,2018/4/26,71,42,76,12,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-26
14632,2018/4/26,95,54,44,36,8,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-26
14633,2018/4/26,0,20,43,5,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-26
14634,2018/4/26,78,46,67,24,5,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-26
14635,2018/4/27,114,56,53,26,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-27
14636,2018/4/27,124,53,42,36,6,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-27
14637,2018/4/27,135,61,55,25,4,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-27
14638,2018/4/27,95,59,67,23,5,5,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-27
14639,2018/4/27,94,49,41,37,9,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-27
14640,2018/4/27,113,55,73,11,2,4,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-27
14641,2018/4/27,75,47,67,10,4,3,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-27
14642,2018/4/27,0,28,71,5,0,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-27
14643,2018/4/27,87,43,72,13,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-27
14644,2018/4/27,0,28,51,5,4,0,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-27
14645,2018/4/27,0,62,61,9,3,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-27
14646,2018/4/27,93,46,59,16,4,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-27
14647,2018/4/28,122,53,75,17,3,6,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-28
14648,2018/4/28,0,36,81,5,2,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-28
14649,2018/4/28,124,53,61,20,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-28
14650,2018/4/28,104,43,68,27,10,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-28
14651,2018/4/28,114,50,74,30,7,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-28
14652,2018/4/28,0,65,60,7,3,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-28
14653,2018/4/28,103,38,80,13,5,4,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-28
14654,2018/4/28,0,31,74,2,1,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-28
14655,2018/4/28,110,55,94,7,2,4,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-28
14656,2018/4/28,91,26,74,6,4,3,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-28
14657,2018/4/28,122,37,80,17,4,4,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-28
14658,2018/4/28,86,37,82,10,2,3,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-28
14659,2018/4/29,0,37,77,5,0,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-29
14660,2018/4/29,64,53,76,13,2,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-29
14661,2018/4/29,70,59,76,21,4,5,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-29
14662,2018/4/29,82,59,48,35,9,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-29
14663,2018/4/29,103,65,53,27,8,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-29
14664,2018/4/29,106,68,51,20,4,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-29
14665,2018/4/29,0,51,72,6,3,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-29
14666,2018/4/29,96,62,52,5,2,4,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-29
14667,2018/4/29,111,54,44,19,3,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-29
14668,2018/4/29,80,55,77,16,4,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-29
14669,2018/4/29,39,48,78,12,5,4,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-29
14670,2018/4/29,0,33,80,1,1,4,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-29
14671,2018/4/3,68,13,36,14,6,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-03
14672,2018/4/3,68,13,37,4,0,3,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-03
14673,2018/4/3,66,17,31,20,5,4,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2018-04-03
14674,2018/4/3,56,14,30,11,0,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-03
14675,2018/4/3,0,60,47,8,0,3,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2018-04-03
14676,2018/4/3,64,24,24,16,3,3,36.878,127.1991,Seonggeoeup,Chungnam, South Korea,2018-04-03
14677,2018/4/3,0,49,36,1,0,1,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-03
14678,2018/4/3,60,27,23,8,2,4,36.4109,128.1591,Sangjusi,Gyeongbuk, South Korea,2018-04-03
14679,2018/4/3,0,28,42,2,2,0,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2018-04-03
14680,2018/4/3,60,26,24,12,1,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2018-04-03
14681,2018/4/3,70,23,27,15,2,4,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-03
14682,2018/4/3,85,30,28,8,3,3,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-03
14683,2018/4/30,145,53,43,14,0,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2018-04-30
14684,2018/4/30,0,42,63,5,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2018-04-30
14685,2018/4/30,130,47,44,12,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2018-04-30
14686,2018/4/30,130,48,50,4,0,0,37.7599,126.7802,Paju,Gyeonggi, South Korea,2018-04-30
14687,2018/4/30,131,51,37,23,6,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2018-04-30
14688,2018/4/30,122,57,57,12,3,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2018-04-30
