,date,pm25,pm10,o3,no2,so2,co,Lat,Long,City,District,Country,DATE
0,2014/1/1,0,83,14,29,11,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-01
1,2014/1/1,0,79,12,30,6,7,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-01
2,2014/1/1,0,100,18,31,11,11,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-01
3,2014/1/1,0,83,25,12,11,9,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-01
4,2014/1/1,0,76,11,34,13,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-01
5,2014/1/1,0,86,10,51,8,16,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-01
6,2014/1/10,0,30,9,32,12,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-10
7,2014/1/10,0,27,8,48,12,10,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-10
8,2014/1/10,0,23,16,35,9,9,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-10
9,2014/1/10,0,35,15,39,10,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-10
10,2014/1/10,0,42,15,39,14,11,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-10
11,2014/1/10,0,32,25,22,9,9,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-10
12,2014/1/11,0,43,29,23,15,11,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-11
13,2014/1/11,0,42,16,38,17,10,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-11
14,2014/1/11,0,51,25,34,12,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-11
15,2014/1/11,0,47,21,24,14,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-11
16,2014/1/11,0,50,22,29,19,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-11
17,2014/1/11,0,44,30,24,13,8,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-11
18,2014/1/12,0,54,25,14,8,6,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-12
19,2014/1/12,0,49,15,20,8,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-12
20,2014/1/12,0,56,21,23,9,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-12
21,2014/1/12,0,57,25,19,7,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-12
22,2014/1/12,0,54,23,30,5,7,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-12
23,2014/1/12,0,54,16,21,6,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-12
24,2014/1/13,0,37,23,22,11,10,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-13
25,2014/1/13,0,15,25,26,10,7,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-13
26,2014/1/13,0,29,15,28,9,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-13
27,2014/1/13,0,38,17,31,11,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-13
28,2014/1/13,0,20,12,38,6,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-13
29,2014/1/13,0,23,11,37,10,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-13
30,2014/1/14,0,36,14,30,13,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-14
31,2014/1/14,0,26,25,35,16,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-14
32,2014/1/14,0,36,11,39,13,9,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-14
33,2014/1/14,0,55,17,36,13,12,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-14
34,2014/1/14,0,33,16,35,10,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-14
35,2014/1/14,0,43,22,24,12,11,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-14
36,2014/1/15,0,51,4,39,21,13,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-15
37,2014/1/15,0,47,19,43,13,13,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-15
38,2014/1/15,0,45,9,44,11,13,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-15
39,2014/1/15,0,55,10,26,12,13,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-15
40,2014/1/15,0,60,6,52,18,16,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-15
41,2014/1/15,0,48,2,60,16,11,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-15
42,2014/1/16,0,83,13,40,12,17,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-16
43,2014/1/16,0,58,18,51,13,14,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-16
44,2014/1/16,0,64,8,58,15,13,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-16
45,2014/1/16,0,84,8,38,15,17,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-16
46,2014/1/16,0,64,6,26,9,13,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-16
47,2014/1/16,0,61,13,49,16,13,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-16
48,2014/1/17,0,84,17,30,13,12,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-17
49,2014/1/17,0,70,21,34,7,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-17
50,2014/1/17,0,86,13,30,12,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-17
51,2014/1/17,0,81,21,23,8,13,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-17
52,2014/1/17,0,85,20,18,11,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-17
53,2014/1/17,0,64,22,36,9,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-17
54,2014/1/18,0,72,23,20,8,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-18
55,2014/1/18,0,49,9,31,12,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-18
56,2014/1/18,0,52,15,23,13,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-18
57,2014/1/18,0,44,21,24,5,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-18
58,2014/1/18,0,43,22,25,9,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-18
59,2014/1/18,0,59,15,29,14,11,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-18
60,2014/1/19,0,52,10,36,10,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-19
61,2014/1/19,0,54,15,23,9,8,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-19
62,2014/1/19,0,45,9,24,11,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-19
63,2014/1/19,0,41,11,35,11,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-19
64,2014/1/19,0,26,24,31,11,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-19
65,2014/1/19,0,27,16,27,7,7,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-19
66,2014/1/2,0,63,6,59,8,15,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-02
67,2014/1/2,0,41,2,55,14,10,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-02
68,2014/1/2,0,53,4,37,5,9,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-02
69,2014/1/2,0,61,5,43,11,12,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-02
70,2014/1/2,0,50,5,46,12,14,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-02
71,2014/1/2,0,47,6,22,11,13,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-02
72,2014/1/20,0,57,22,25,18,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-20
73,2014/1/20,0,56,25,17,10,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-20
74,2014/1/20,0,52,12,23,16,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-20
75,2014/1/20,0,57,17,19,17,10,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-20
76,2014/1/20,0,51,26,13,13,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-20
77,2014/1/20,0,49,10,20,11,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-20
78,2014/1/21,0,66,22,22,12,12,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-21
79,2014/1/21,0,69,9,47,14,11,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-21
80,2014/1/21,0,81,20,36,11,15,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-21
81,2014/1/21,0,44,16,24,8,8,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-21
82,2014/1/21,0,35,23,25,10,8,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-21
83,2014/1/21,0,73,15,33,16,12,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-21
84,2014/1/22,0,75,9,43,11,14,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-22
85,2014/1/22,0,86,5,57,13,10,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-22
86,2014/1/22,0,48,14,45,7,15,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-22
87,2014/1/22,0,51,8,36,7,8,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-22
88,2014/1/22,0,81,16,30,11,13,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-22
89,2014/1/22,0,92,8,43,13,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-22
90,2014/1/23,0,0,22,4,3,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-23
91,2014/1/23,0,37,18,50,8,18,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-23
92,2014/1/23,0,50,3,57,13,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-23
93,2014/1/23,0,49,6,60,9,13,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-23
94,2014/1/23,0,55,5,53,11,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-23
95,2014/1/23,0,0,5,28,3,9,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-23
96,2014/1/23,0,62,4,34,13,14,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-23
97,2014/1/23,0,0,30,9,5,6,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-23
98,2014/1/23,0,39,13,43,7,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-23
99,2014/1/24,0,51,16,8,3,7,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-24
100,2014/1/24,0,42,25,25,6,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-24
101,2014/1/24,0,26,21,2,2,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-24
102,2014/1/24,0,46,16,34,11,14,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-24
103,2014/1/24,0,35,15,35,6,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-24
104,2014/1/24,0,59,1,33,13,19,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-24
105,2014/1/24,0,50,12,47,7,12,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-24
106,2014/1/24,0,51,13,46,11,9,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-24
107,2014/1/24,0,67,8,23,3,10,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-24
108,2014/1/25,0,56,28,21,8,9,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-25
109,2014/1/25,0,36,13,1,0,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-25
110,2014/1/25,0,47,23,19,8,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-25
111,2014/1/25,0,29,19,25,6,5,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-25
112,2014/1/25,0,23,27,22,6,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-25
113,2014/1/25,0,41,14,20,9,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-25
114,2014/1/25,0,51,22,26,6,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-25
115,2014/1/25,0,55,24,11,2,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-25
116,2014/1/25,0,43,30,4,3,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-25
117,2014/1/26,0,36,21,14,2,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-26
118,2014/1/26,0,30,5,52,12,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-26
119,2014/1/26,0,35,20,13,3,4,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-26
120,2014/1/26,0,39,15,27,9,11,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-26
121,2014/1/26,0,33,25,2,2,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-26
122,2014/1/26,0,37,11,36,11,10,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-26
123,2014/1/26,0,28,18,41,5,11,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-26
124,2014/1/26,0,19,13,30,3,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-26
125,2014/1/26,0,32,8,44,11,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-26
126,2014/1/27,0,33,16,35,9,5,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-27
127,2014/1/27,0,42,22,28,8,8,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-27
128,2014/1/27,0,32,18,47,8,12,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-27
129,2014/1/27,0,22,17,35,8,7,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-27
130,2014/1/27,0,34,19,31,6,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-27
131,2014/1/27,0,25,16,1,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-27
132,2014/1/27,0,47,34,19,8,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-27
133,2014/1/27,0,34,21,16,2,5,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-27
134,2014/1/27,0,30,34,8,3,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-27
135,2014/1/28,0,44,28,43,7,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-28
136,2014/1/28,0,37,30,5,0,2,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-28
137,2014/1/28,0,24,5,46,7,11,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-28
138,2014/1/28,0,28,8,50,9,11,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-28
139,2014/1/28,0,25,7,54,12,9,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-28
140,2014/1/28,0,35,14,4,2,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-28
141,2014/1/28,0,34,7,48,11,13,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-28
142,2014/1/28,0,29,14,31,11,11,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-28
143,2014/1/28,0,32,13,22,3,7,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-28
144,2014/1/29,0,55,31,21,10,9,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-29
145,2014/1/29,0,35,18,34,5,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-29
146,2014/1/29,0,39,22,36,6,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-29
147,2014/1/29,0,47,23,18,2,9,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-29
148,2014/1/29,0,39,18,32,8,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-29
149,2014/1/29,0,59,17,35,11,12,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-29
150,2014/1/29,0,28,34,6,4,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-29
151,2014/1/29,0,35,15,39,11,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-29
152,2014/1/29,0,28,21,2,2,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-29
153,2014/1/3,0,53,17,37,8,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-03
154,2014/1/3,0,48,11,21,10,4,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-03
155,2014/1/3,0,44,10,32,6,9,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-03
156,2014/1/3,0,51,15,19,11,15,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-03
157,2014/1/3,0,57,15,28,8,11,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-03
158,2014/1/3,0,53,9,28,8,6,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-03
159,2014/1/30,0,50,30,3,3,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-30
160,2014/1/30,0,30,26,30,7,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-30
161,2014/1/30,0,42,25,16,8,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-30
162,2014/1/30,0,39,9,30,5,8,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-30
163,2014/1/30,0,55,22,8,3,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-30
164,2014/1/30,0,34,12,29,10,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-30
165,2014/1/30,0,45,7,2,0,3,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-30
166,2014/1/30,0,37,16,34,6,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-30
167,2014/1/30,0,47,19,20,7,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-30
168,2014/1/31,0,24,20,4,0,5,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-01-31
169,2014/1/31,0,22,5,40,4,8,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-31
170,2014/1/31,0,53,38,40,6,13,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-31
171,2014/1/31,0,30,10,2,1,6,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-01-31
172,2014/1/31,0,19,1,49,10,9,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-31
173,2014/1/31,0,30,6,41,6,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-31
174,2014/1/31,0,28,11,14,2,9,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-01-31
175,2014/1/31,0,29,14,20,5,8,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-31
176,2014/1/31,0,32,15,19,8,9,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-31
177,2014/1/4,0,46,16,23,6,9,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-04
178,2014/1/4,0,42,13,28,8,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-04
179,2014/1/4,0,40,19,35,7,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-04
180,2014/1/4,0,38,9,32,10,7,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-04
181,2014/1/4,0,41,10,32,6,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-04
182,2014/1/4,0,54,18,16,12,12,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-04
183,2014/1/5,0,44,7,39,11,13,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-05
184,2014/1/5,0,43,7,39,7,12,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-05
185,2014/1/5,0,40,13,21,12,14,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-05
186,2014/1/5,0,34,6,44,14,9,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-05
187,2014/1/5,0,38,4,46,14,14,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-05
188,2014/1/5,0,34,17,49,11,12,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-05
189,2014/1/6,0,60,4,60,16,15,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-06
190,2014/1/6,0,48,7,44,8,10,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-06
191,2014/1/6,0,55,2,29,11,16,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-06
192,2014/1/6,0,50,2,62,17,12,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-06
193,2014/1/6,0,56,3,50,16,14,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-06
194,2014/1/6,0,46,10,60,10,15,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-06
195,2014/1/7,0,57,19,33,9,10,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-07
196,2014/1/7,0,52,16,36,7,8,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-07
197,2014/1/7,0,69,16,26,15,9,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-07
198,2014/1/7,0,69,25,24,11,12,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-07
199,2014/1/7,0,60,13,35,13,8,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-07
200,2014/1/7,0,78,17,33,12,12,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-07
201,2014/1/8,0,62,21,18,6,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-08
202,2014/1/8,0,45,17,12,7,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-08
203,2014/1/8,0,61,28,6,5,3,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-08
204,2014/1/8,0,61,21,15,5,4,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-08
205,2014/1/8,0,46,27,19,4,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-08
206,2014/1/8,0,42,25,18,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-08
207,2014/1/9,0,13,21,25,4,6,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-01-09
208,2014/1/9,0,15,20,33,15,9,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-01-09
209,2014/1/9,0,22,23,16,8,7,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-01-09
210,2014/1/9,0,16,8,35,10,6,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-01-09
211,2014/1/9,0,27,11,34,11,8,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-01-09
212,2014/1/9,0,19,11,27,11,7,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-01-09
213,2014/10/1,39,21,21,19,6,2,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-01
214,2014/10/1,0,19,36,16,4,4,36.3045,127.3667,Jeongnim-Dong,Seo-Gu, Daejeon,2014-10-01
215,2014/10/1,0,18,12,15,2,5,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-01
216,2014/10/1,0,31,56,2,2,5,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-01
217,2014/10/1,0,32,17,24,4,7,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-01
218,2014/10/1,0,21,31,23,5,6,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-01
219,2014/10/1,41,26,23,24,6,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-01
220,2014/10/1,0,20,28,4,1,3,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-01
221,2014/10/1,0,23,27,6,2,4,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-01
222,2014/10/10,0,27,35,24,3,5,35.1292,126.8969,Juwol-Dong,Nam-Gu, Gwangju,2014-10-10
223,2014/10/10,0,45,53,5,1,2,36.7349,126.1387,Pado-Ri,Chungnam, South Korea,2014-10-10
224,2014/10/10,0,25,41,2,2,0,38.2089,127.9495,Bangsan-Myeon,Gangwon, South Korea,2014-10-10
225,2014/10/10,0,35,30,9,0,3,37.8813,127.7299,Jungang-Way,Chuncheon-Si, Gangwon,2014-10-10
226,2014/10/10,62,28,28,19,6,3,37.6542,127.0568,Nowon-Gu,Seoul, South Korea,2014-10-10
227,2014/10/10,70,36,22,28,5,5,37.4784,126.9516,Gwanak-Gu,Seoul, South Korea,2014-10-10
228,2014/10/10,0,39,31,6,0,6,37.1324,127.522,Seolseong-Myeon,Gyeonggi, South Korea,2014-10-10
229,2014/10/10,0,49,37,10,5,4,37.7577,126.7705,Geumchon-Dong,Paju-Si, Gyeonggi,2014-10-10
